# donor history coverage ledger
# forge_commit=78fad4069d778996c24ecf5acc5cbe0e1edea7a
# donor_commit=cc2d69425beea2c93a4000e44d49381deba8eed2
# total_rows=525
# disposition_counts={"rejected non scope item":334,"adapted later":191}
history_id	donor_commit	full_commit	short_commit	observed_date	message	applicability	disposition	requirement_id	phase_id	task_id	regression_id	evidence
HISTORY-0122	cc2d69425beea2c93a4000e44d49381deba8eed2	6dead6dcd387ff5c17f62d68347c7541b022666d	6dead6d	2026-09-04T17:44:37-05:00	correct verified external prerequisite status.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0122	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 6dead6dcd387ff5c17f62d68347c7541b022666d
HISTORY-0123	cc2d69425beea2c93a4000e44d49381deba8eed2	d64a1b4461ca0fa73a39fd71bb81311a2dee9669	d64a1b4	2026-09-04T15:46:49-05:00	add concrete economy prerequisite acquisition paths.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0123	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 d64a1b4461ca0fa73a39fd71bb81311a2dee9669
HISTORY-0124	cc2d69425beea2c93a4000e44d49381deba8eed2	6a364192aa288858a5140e7f6ca10a46c50475d6	6a36419	2026-09-04T13:28:40-05:00	move pixelmon mixin and vault proof into phase 002.	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0124	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 6a364192aa288858a5140e7f6ca10a46c50475d6
HISTORY-0125	cc2d69425beea2c93a4000e44d49381deba8eed2	664c0cd1ff0a2b1bfcc7793347938af0f2970ebc	664c0cd	2026-09-04T12:32:38-05:00	amend native pixelmon transaction plan.	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0125	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 664c0cd1ff0a2b1bfcc7793347938af0f2970ebc
HISTORY-0126	cc2d69425beea2c93a4000e44d49381deba8eed2	6e0d1c65c335965fc7913c92a0689587a38e9ec6	6e0d1c6	2026-09-03T20:52:45-05:00	cover receipt recovery guards.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0126	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 6e0d1c65c335965fc7913c92a0689587a38e9ec6
HISTORY-0127	cc2d69425beea2c93a4000e44d49381deba8eed2	223ca6c79bfe0a34632f3edd8136e997de9e6227	223ca6c	2026-09-03T20:49:25-05:00	add durable receipt audit journal.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0127	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 223ca6c79bfe0a34632f3edd8136e997de9e6227
HISTORY-0128	cc2d69425beea2c93a4000e44d49381deba8eed2	c6457f423498ff3416d201ec556724209a6d7a89	c6457f4	2026-09-03T20:11:38-05:00	amend durable receipt audit contract.	non_product	rejected non scope item	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-HISTORY-0128	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 c6457f423498ff3416d201ec556724209a6d7a89
HISTORY-0129	cc2d69425beea2c93a4000e44d49381deba8eed2	1c32c89b95313e9650575425e7dfac03dd51a4d8	1c32c89	2026-09-03T18:57:31-05:00	record current bridge source.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0129	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 1c32c89b95313e9650575425e7dfac03dd51a4d8
HISTORY-0130	cc2d69425beea2c93a4000e44d49381deba8eed2	254aea0fcd7cbb75432899dc506197f1e3e31f8d	254aea0	2026-09-03T18:52:00-05:00	bind current 2.3.0 evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0130	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 254aea0fcd7cbb75432899dc506197f1e3e31f8d
HISTORY-0131	cc2d69425beea2c93a4000e44d49381deba8eed2	eaebabfa1d880871bf32c4dec554c7726ca97409	eaebabf	2026-09-03T18:31:38-05:00	add pixelmon cart command refusal test.	applicable	adapted later	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0131	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 eaebabfa1d880871bf32c4dec554c7726ca97409
HISTORY-0132	cc2d69425beea2c93a4000e44d49381deba8eed2	be3d2fda6c6400ebc204353bfd08a7c36c7b520b	be3d2fd	2026-09-03T18:22:54-05:00	bind current restart evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0132	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 be3d2fda6c6400ebc204353bfd08a7c36c7b520b
HISTORY-0133	cc2d69425beea2c93a4000e44d49381deba8eed2	8a786b449f885c02195d281f75ff328f77737096	8a786b4	2026-09-03T18:14:20-05:00	bind pixelmon refusal evidence to current artifact.	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0133	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 8a786b449f885c02195d281f75ff328f77737096
HISTORY-0134	cc2d69425beea2c93a4000e44d49381deba8eed2	a0ebfc117622da5c9a5a2e00a010601d3d9d1c0e	a0ebfc1	2026-09-03T18:12:14-05:00	add pixelmon money item refusal test.	applicable	adapted later	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0134	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 a0ebfc117622da5c9a5a2e00a010601d3d9d1c0e
HISTORY-0135	cc2d69425beea2c93a4000e44d49381deba8eed2	339b6457443364b11694c58c70812353231e2ffd	339b645	2026-09-03T18:04:07-05:00	record clean pixelmon restart evidence.	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0135	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 339b6457443364b11694c58c70812353231e2ffd
HISTORY-0136	cc2d69425beea2c93a4000e44d49381deba8eed2	40c2445172b009c21bf16dcf9f34727bbc9f14a3	40c2445	2026-09-03T17:54:00-05:00	remove stale pixelmon probe reference.	applicable	adapted later	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0136	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 40c2445172b009c21bf16dcf9f34727bbc9f14a3
HISTORY-0137	cc2d69425beea2c93a4000e44d49381deba8eed2	343ab3c94442efe06988cef98929731b117fc03a	343ab3c	2026-09-03T17:52:26-05:00	bind current pixelmon evidence.	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0137	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 343ab3c94442efe06988cef98929731b117fc03a
HISTORY-0138	cc2d69425beea2c93a4000e44d49381deba8eed2	4ac51e9fe81da37ff1637e436705758890b5ed15	4ac51e9	2026-09-03T17:45:30-05:00	guard pixelmon shop refusal ordering.	applicable	adapted later	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0138	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 4ac51e9fe81da37ff1637e436705758890b5ed15
HISTORY-0139	cc2d69425beea2c93a4000e44d49381deba8eed2	1ebc208f532162e82439f2cc9e768448a9718440	1ebc208	2026-09-03T17:33:13-05:00	bind current artifact evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0139	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 1ebc208f532162e82439f2cc9e768448a9718440
HISTORY-0140	cc2d69425beea2c93a4000e44d49381deba8eed2	bf32b0a1ab44e74bd33e996abec593113e28d932	bf32b0a	2026-09-03T17:31:47-05:00	verify pixelmon shop sell refusal.	applicable	adapted later	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0140	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 bf32b0a1ab44e74bd33e996abec593113e28d932
HISTORY-0141	cc2d69425beea2c93a4000e44d49381deba8eed2	3712fdd5821d513212fd7fe889213f712dbe0297	3712fdd	2026-09-03T17:22:00-05:00	cover external mutation surfaces.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0141	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 3712fdd5821d513212fd7fe889213f712dbe0297
HISTORY-0142	cc2d69425beea2c93a4000e44d49381deba8eed2	5fbf2aa2fe179253528c5427cfe6ce1036a3680e	5fbf2aa	2026-09-03T17:15:56-05:00	refresh phase 002 runtime evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0142	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 5fbf2aa2fe179253528c5427cfe6ce1036a3680e
HISTORY-0143	cc2d69425beea2c93a4000e44d49381deba8eed2	9a021c59807629852407bccec288c1c7425f6ab7	9a021c5	2026-09-03T17:03:50-05:00	record clean pixelmon client smoke.	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0143	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 9a021c59807629852407bccec288c1c7425f6ab7
HISTORY-0144	cc2d69425beea2c93a4000e44d49381deba8eed2	7f7b15881d1b77e918434948f7e8688cda2745c7	7f7b158	2026-09-03T16:59:38-05:00	record incompatible pixelmon runtime evidence.	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0144	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 7f7b15881d1b77e918434948f7e8688cda2745c7
HISTORY-0145	cc2d69425beea2c93a4000e44d49381deba8eed2	c3a81df4dbdef53ec723d50f3d0fc7d6accf450b	c3a81df	2026-09-03T16:49:27-05:00	record hybrid refusal probe evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0145	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 c3a81df4dbdef53ec723d50f3d0fc7d6accf450b
HISTORY-0146	cc2d69425beea2c93a4000e44d49381deba8eed2	ae08944915a17ac2d1b3bda0099fa10eb040ea30	ae08944	2026-09-03T16:44:34-05:00	correct game test artifact evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0146	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 ae08944915a17ac2d1b3bda0099fa10eb040ea30
HISTORY-0147	cc2d69425beea2c93a4000e44d49381deba8eed2	8445daac6ee4baf9e604b3a8b8ee9b5d37dfdaa1	8445daa	2026-09-03T16:42:14-05:00	refresh packaged pixelmon evidence.	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0147	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 8445daac6ee4baf9e604b3a8b8ee9b5d37dfdaa1
HISTORY-0148	cc2d69425beea2c93a4000e44d49381deba8eed2	5c32cbf01874e779430262f7adb8d8089d440ae4	5c32cbf	2026-09-03T16:41:32-05:00	record public route security evidence.	non_product	rejected non scope item	CORE-REQ-002	CORE-PHASE-001	P001-TASK-003	REG-P000-HISTORY-0148	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 5c32cbf01874e779430262f7adb8d8089d440ae4
HISTORY-0149	cc2d69425beea2c93a4000e44d49381deba8eed2	d3d237873b9cbfa4481a3ceae8bceabb86fe7c47	d3d2378	2026-09-03T16:41:10-05:00	remove stale packet revision count.	applicable	adapted later	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-HISTORY-0149	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 d3d237873b9cbfa4481a3ceae8bceabb86fe7c47
HISTORY-0150	cc2d69425beea2c93a4000e44d49381deba8eed2	d147a10cb302f43a673bbc8ce8ff692b8442a653	d147a10	2026-09-03T16:40:48-05:00	refresh phase completion packet.	non_product	rejected non scope item	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-HISTORY-0150	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 d147a10cb302f43a673bbc8ce8ff692b8442a653
HISTORY-0151	cc2d69425beea2c93a4000e44d49381deba8eed2	bd07b824b03aa460c9838e572b3b5db2e3333a8a	bd07b82	2026-09-03T16:40:27-05:00	refresh phase completion packet.	non_product	rejected non scope item	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-HISTORY-0151	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 bd07b824b03aa460c9838e572b3b5db2e3333a8a
HISTORY-0152	cc2d69425beea2c93a4000e44d49381deba8eed2	6b35cdcb999ebb963c865928cf54510e9a09e83d	6b35cdc	2026-09-03T16:40:02-05:00	record public pixelmon route evidence.	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0152	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 6b35cdcb999ebb963c865928cf54510e9a09e83d
HISTORY-0153	cc2d69425beea2c93a4000e44d49381deba8eed2	87ceb41ce1d5a249d129bb0761865c04e0b34261	87ceb41	2026-09-03T16:32:55-05:00	cover public pixelmon refusal routes.	applicable	adapted later	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0153	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 87ceb41ce1d5a249d129bb0761865c04e0b34261
HISTORY-0154	cc2d69425beea2c93a4000e44d49381deba8eed2	a750e665b939f5b4d13ef21530c2d128d9790cec	a750e66	2026-09-03T16:23:33-05:00	refresh phase completion packet.	non_product	rejected non scope item	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-HISTORY-0154	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 a750e665b939f5b4d13ef21530c2d128d9790cec
HISTORY-0155	cc2d69425beea2c93a4000e44d49381deba8eed2	1a83fb84b8233fae2a5dde60c52704abd949e80b	1a83fb8	2026-09-03T16:23:16-05:00	refresh pixelmon terms evidence.	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0155	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 1a83fb84b8233fae2a5dde60c52704abd949e80b
HISTORY-0156	cc2d69425beea2c93a4000e44d49381deba8eed2	77bdde76236ff60b341cf1a022855b9e8012aaff	77bdde7	2026-09-03T16:21:50-05:00	refresh phase completion packet.	non_product	rejected non scope item	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-HISTORY-0156	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 77bdde76236ff60b341cf1a022855b9e8012aaff
HISTORY-0157	cc2d69425beea2c93a4000e44d49381deba8eed2	ae925095b78d223f094b8c1d6864ffd9dff0bb12	ae92509	2026-09-03T16:21:35-05:00	record bridge api inspection.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0157	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 ae925095b78d223f094b8c1d6864ffd9dff0bb12
HISTORY-0158	cc2d69425beea2c93a4000e44d49381deba8eed2	0b0515e8220f54ba99c8b38f548ed0497003b0b5	0b0515e	2026-09-03T16:20:43-05:00	refresh phase completion packet.	non_product	rejected non scope item	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-HISTORY-0158	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 0b0515e8220f54ba99c8b38f548ed0497003b0b5
HISTORY-0159	cc2d69425beea2c93a4000e44d49381deba8eed2	66291b16a54e9563eab1d3455f9300def0e2cb77	66291b1	2026-09-03T16:20:27-05:00	record runtime terms authorization.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0159	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 66291b16a54e9563eab1d3455f9300def0e2cb77
HISTORY-0160	cc2d69425beea2c93a4000e44d49381deba8eed2	cb1d252a2656cab0816b9469a15c8df5181323b8	cb1d252	2026-09-03T16:07:54-05:00	refresh phase packet revision.	applicable	adapted later	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-HISTORY-0160	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 cb1d252a2656cab0816b9469a15c8df5181323b8
HISTORY-0161	cc2d69425beea2c93a4000e44d49381deba8eed2	4d9f6398f0248675dbcdd2b7c16cefa482d2f0d8	4d9f639	2026-09-03T16:07:22-05:00	add pixelmon gametest refusal coverage.	applicable	adapted later	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0161	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 4d9f6398f0248675dbcdd2b7c16cefa482d2f0d8
HISTORY-0162	cc2d69425beea2c93a4000e44d49381deba8eed2	8702194f1ba045941afd6136ece7a3a24b0a5312	8702194	2026-09-03T15:56:18-05:00	record live pixelmon preflight refusal.	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0162	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 8702194f1ba045941afd6136ece7a3a24b0a5312
HISTORY-0163	cc2d69425beea2c93a4000e44d49381deba8eed2	816d2e48b3ff3b64780eab859a7c28d0967d9cb6	816d2e4	2026-09-03T15:48:48-05:00	refresh live pixelmon evidence wording.	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0163	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 816d2e48b3ff3b64780eab859a7c28d0967d9cb6
HISTORY-0164	cc2d69425beea2c93a4000e44d49381deba8eed2	e517d7d6f2fa3cbcc88afe9068073447b49f7654	e517d7d	2026-09-03T15:46:44-05:00	record live pixelmon query refusal evidence.	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0164	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 e517d7d6f2fa3cbcc88afe9068073447b49f7654
HISTORY-0165	cc2d69425beea2c93a4000e44d49381deba8eed2	8e115eb6979fd7fb34050bff449780553a16a5ad	8e115eb	2026-09-03T15:33:20-05:00	refresh runtime gate status.	applicable	adapted later	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0165	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 8e115eb6979fd7fb34050bff449780553a16a5ad
HISTORY-0166	cc2d69425beea2c93a4000e44d49381deba8eed2	fb1484457ee8823197f18b29b9ad6996445fd74e	fb14844	2026-09-03T15:32:31-05:00	record eula true runtime evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0166	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 fb1484457ee8823197f18b29b9ad6996445fd74e
HISTORY-0167	cc2d69425beea2c93a4000e44d49381deba8eed2	ed6036c1e896c2975e25f35c2f3a6e8952b4841b	ed6036c	2026-09-03T14:55:05-05:00	clarify neoecobridge license evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0167	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 ed6036c1e896c2975e25f35c2f3a6e8952b4841b
HISTORY-0168	cc2d69425beea2c93a4000e44d49381deba8eed2	0440556408ff0964a15d7d41227707dc3e64fe90	0440556	2026-09-03T14:53:46-05:00	refresh phase 002 verification evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0168	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 0440556408ff0964a15d7d41227707dc3e64fe90
HISTORY-0169	cc2d69425beea2c93a4000e44d49381deba8eed2	d7980182fe0a8351823a80b2065671bbf806c3e9	d798018	2026-09-03T14:52:31-05:00	refresh phase 002 evidence revision.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0169	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 d7980182fe0a8351823a80b2065671bbf806c3e9
HISTORY-0170	cc2d69425beea2c93a4000e44d49381deba8eed2	1fa19cbe3bff628257c5974cfb49f44ad04390c4	1fa19cb	2026-09-03T14:51:12-05:00	record pixelmon terms evidence.	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0170	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 1fa19cbe3bff628257c5974cfb49f44ad04390c4
HISTORY-0171	cc2d69425beea2c93a4000e44d49381deba8eed2	a75e1e69ff5f4873c64fc528c6d27658db52690d	a75e1e6	2026-09-03T14:50:19-05:00	record synx bridge candidate rejection.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0171	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 a75e1e69ff5f4873c64fc528c6d27658db52690d
HISTORY-0172	cc2d69425beea2c93a4000e44d49381deba8eed2	6437adf3a178097a73e318c36b115796b1a89471	6437adf	2026-09-03T14:48:51-05:00	record published pixelmon api evidence.	non_product	rejected non scope item	CORE-REQ-008	CORE-PHASE-004	P004-TASK-001	REG-P000-HISTORY-0172	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 6437adf3a178097a73e318c36b115796b1a89471
HISTORY-0173	cc2d69425beea2c93a4000e44d49381deba8eed2	ef7635e0933f90c440273c03e0160423280ad9ae	ef7635e	2026-09-03T14:46:40-05:00	record phase 002 blocker status.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0173	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 ef7635e0933f90c440273c03e0160423280ad9ae
HISTORY-0174	cc2d69425beea2c93a4000e44d49381deba8eed2	b6604fdfdc2b1f6e1f372f1720a5e4b67f274ced	b6604fd	2026-09-03T14:45:00-05:00	record neoecobridge candidate rejection.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0174	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 b6604fdfdc2b1f6e1f372f1720a5e4b67f274ced
HISTORY-0175	cc2d69425beea2c93a4000e44d49381deba8eed2	9ba63bcf7e98eb9ff6ab7e2de2815bc44172de6f	9ba63bc	2026-09-03T14:42:21-05:00	record phase 002 milestone.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0175	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 9ba63bcf7e98eb9ff6ab7e2de2815bc44172de6f
HISTORY-0176	cc2d69425beea2c93a4000e44d49381deba8eed2	69eba7761d0aea5c74e3f6713c20efc913272eff	69eba77	2026-09-03T14:39:36-05:00	record unresolved bridge license provenance.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0176	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 69eba7761d0aea5c74e3f6713c20efc913272eff
HISTORY-0177	cc2d69425beea2c93a4000e44d49381deba8eed2	a7d3b7c8e3909402061b2f3c3adb9b12dc6d01dd	a7d3b7c	2026-09-03T14:35:24-05:00	record exact hybrid profile assembly.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0177	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 a7d3b7c8e3909402061b2f3c3adb9b12dc6d01dd
HISTORY-0178	cc2d69425beea2c93a4000e44d49381deba8eed2	6e77178d4507c1e063fd3629a14248dd3bb57373	6e77178	2026-09-03T14:28:03-05:00	record youer build failure evidence.	non_product	rejected non scope item	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-HISTORY-0178	git log 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 6e77178d4507c1e063fd3629a14248dd3bb57373
